Date,TVL
2022-08-10 09:00:00,11955638.0
2022-08-11 09:00:00,12558211.0
2022-08-12 09:00:00,12318305.0
2022-08-13 09:00:00,12454168.0
2022-08-14 09:00:00,12463221.0
2022-08-15 09:00:00,12730588.0
2022-08-16 09:00:00,11961529.0
2022-08-17 09:00:00,12173355.0
2022-08-18 09:00:00,11539449.0
2022-08-19 09:00:00,11624641.0
2022-08-20 09:00:00,10293847.0
2022-08-21 09:00:00,10469515.0
2022-08-22 09:00:00,10356951.0
2022-08-23 09:00:00,10813994.0
2022-08-24 09:00:00,11492377.0
2022-08-25 09:00:00,11103037.0
2022-08-26 09:00:00,11514034.0
2022-08-27 09:00:00,10200332.0
2022-08-28 09:00:00,10546387.0
2022-08-29 09:00:00,10296548.0
2022-08-30 09:00:00,11354775.0
2022-08-31 09:00:00,11230257.0
2022-09-01 09:00:00,12045073.0
2022-09-02 09:00:00,13389282.0
2022-09-03 09:00:00,11934562.0
2022-09-04 09:00:00,12553807.0
2022-09-05 09:00:00,12175650.0
2022-09-06 09:00:00,14121542.0
2022-09-07 09:00:00,13706951.0
2022-09-08 09:00:00,14160226.0
2022-09-09 09:00:00,15210796.0
2022-09-10 09:00:00,17315942.0
2022-09-11 09:00:00,18132567.0
2022-09-12 09:00:00,16828088.0
2022-09-13 09:00:00,13955190.0
2022-09-14 09:00:00,13343829.0
2022-09-15 09:00:00,12840266.0
2022-09-16 09:00:00,12102553.0
2022-09-17 09:00:00,12248962.0
2022-09-18 09:00:00,12259511.0
2022-09-19 09:00:00,11193082.0
2022-09-20 09:00:00,11918504.0
2022-09-21 09:00:00,11223478.0
2022-09-22 09:00:00,10820683.0
2022-09-23 09:00:00,10919289.0
2022-09-24 09:00:00,10430376.0
2022-09-25 09:00:00,10261215.0
2022-09-26 09:00:00,9731602.0
2022-09-27 09:00:00,10953391.0
2022-09-28 09:00:00,10657043.0
2022-09-29 09:00:00,10354036.0
2022-09-30 09:00:00,10637578.0
2022-10-01 09:00:00,11027657.0
2022-10-02 09:00:00,11175626.0
2022-10-03 09:00:00,11025216.0
2022-10-04 09:00:00,10780372.0
2022-10-05 09:00:00,10921029.0
2022-10-06 09:00:00,10750148.0
2022-10-07 09:00:00,10592147.0
2022-10-08 09:00:00,10639087.0
2022-10-09 09:00:00,10603247.0
2022-10-10 09:00:00,11669645.0
2022-10-11 09:00:00,12735846.0
2022-10-12 09:00:00,15735638.0
2022-10-13 09:00:00,13161522.0
2022-10-14 09:00:00,14230345.0
2022-10-15 09:00:00,13625769.0
2022-10-16 09:00:00,12414238.0
2022-10-17 09:00:00,11846675.0
2022-10-18 09:00:00,12211810.0
2022-10-19 09:00:00,11394485.0
2022-10-20 09:00:00,12383214.0
2022-10-21 09:00:00,11516392.0
2022-10-22 09:00:00,11813175.0
2022-10-23 09:00:00,11865943.0
2022-10-24 09:00:00,12211631.0
2022-10-25 09:00:00,12004531.0
2022-10-26 09:00:00,12090388.0
